module	package	prod_classname	prod_status	test_classname	test_status	test_java_path	prod_java_path
queries	org.apache.lucene.queries.function.valuesource	VectorSimilarityFunction	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/VectorSimilarityFunction.java
queries	org.apache.lucene.queries.function.valuesource	MaxDocValueSource	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/MaxDocValueSource.java
queries	org.apache.lucene.queries.function.valuesource	TermFreqValueSource	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/TermFreqValueSource.java
queries	org.apache.lucene.queries.function.valuesource	FieldCacheSource	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/FieldCacheSource.java
queries	org.apache.lucene.queries.function.valuesource	ConstNumberSource	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/ConstNumberSource.java
queries	org.apache.lucene.queries.function.valuesource	MinFloatFunction	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/MinFloatFunction.java
queries	org.apache.lucene.queries.function.valuesource	FloatFieldSource	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/FloatFieldSource.java
queries	org.apache.lucene.queries.function.valuesource	SingleFunction	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/SingleFunction.java
queries	org.apache.lucene.queries.function.valuesource	ReciprocalFloatFunction	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/ReciprocalFloatFunction.java
queries	org.apache.lucene.queries.function.valuesource	JoinDocFreqValueSource	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/JoinDocFreqValueSource.java
queries	org.apache.lucene.queries.function.valuesource	ComparisonBoolFunction	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/ComparisonBoolFunction.java
queries	org.apache.lucene.queries.function.valuesource	ByteVectorSimilarityFunction	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/ByteVectorSimilarityFunction.java
queries	org.apache.lucene.queries.function.valuesource	MultiValuedDoubleFieldSource	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/MultiValuedDoubleFieldSource.java
queries	org.apache.lucene.queries.function.valuesource	VectorFieldFunction	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/VectorFieldFunction.java
queries	org.apache.lucene.queries.function.valuesource	DefFunction	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/DefFunction.java
queries	org.apache.lucene.queries.function.valuesource	PowFloatFunction	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/PowFloatFunction.java
queries	org.apache.lucene.queries.function.valuesource	SimpleBoolFunction	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/SimpleBoolFunction.java
queries	org.apache.lucene.queries.function.valuesource	MultiValueSource	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/MultiValueSource.java
queries	org.apache.lucene.queries.function.valuesource	ScaleFloatFunction	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/ScaleFloatFunction.java
queries	org.apache.lucene.queries.function.valuesource	NormValueSource	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/NormValueSource.java
queries	org.apache.lucene.queries.function.valuesource	IntFieldSource	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/IntFieldSource.java
queries	org.apache.lucene.queries.function.valuesource	ConstValueSource	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/ConstValueSource.java
queries	org.apache.lucene.queries.function.valuesource	MultiFloatFunction	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/MultiFloatFunction.java
queries	org.apache.lucene.queries.function.valuesource	SimpleFloatFunction	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/valuesource/SimpleFloatFunction.java
queries	org.apache.lucene.queries.function	IndexReaderFunctions	IMPLEMENTED	TestIndexReaderFunctions	MISSING	queries/src/test/org/apache/lucene/queries/function/TestIndexReaderFunctions.java	queries/src/java/org/apache/lucene/queries/function/IndexReaderFunctions.java
queries	org.apache.lucene.queries.function	FunctionQuery	IMPLEMENTED				queries/src/java/org/apache/lucene/queries/function/FunctionQuery.java
queryparser	org.apache.lucene.queryparser.complexPhrase	ComplexPhraseQueryParser	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/complexPhrase/ComplexPhraseQueryParser.java
queryparser	org.apache.lucene.queryparser.charstream	CharStream	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/charstream/CharStream.java
queryparser	org.apache.lucene.queryparser.charstream	FastCharStream	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/charstream/FastCharStream.java
queryparser	org.apache.lucene.queryparser.classic	QueryParserConstants	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/classic/QueryParserConstants.java
queryparser	org.apache.lucene.queryparser.classic	QueryParserBase	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/classic/QueryParserBase.java
queryparser	org.apache.lucene.queryparser.classic	ParseException	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/classic/ParseException.java
queryparser	org.apache.lucene.queryparser.classic	QueryParser	IMPLEMENTED	TestQueryParser	MISSING	queryparser/src/test/org/apache/lucene/queryparser/classic/TestQueryParser.java	queryparser/src/java/org/apache/lucene/queryparser/classic/QueryParser.java
queryparser	org.apache.lucene.queryparser.classic	MultiFieldQueryParser	IMPLEMENTED	TestMultiFieldQueryParser	MISSING	queryparser/src/test/org/apache/lucene/queryparser/classic/TestMultiFieldQueryParser.java	queryparser/src/java/org/apache/lucene/queryparser/classic/MultiFieldQueryParser.java
queryparser	org.apache.lucene.queryparser.classic	Token	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/classic/Token.java
queryparser	org.apache.lucene.queryparser.classic	QueryParserTokenManager	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/classic/QueryParserTokenManager.java
queryparser	org.apache.lucene.queryparser.classic	TokenMgrError	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/classic/TokenMgrError.java
queryparser	org.apache.lucene.queryparser.surround.parser	QueryParserConstants	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/parser/QueryParserConstants.java
queryparser	org.apache.lucene.queryparser.surround.parser	ParseException	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/parser/ParseException.java
queryparser	org.apache.lucene.queryparser.surround.parser	QueryParser	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/parser/QueryParser.java
queryparser	org.apache.lucene.queryparser.surround.parser	Token	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/parser/Token.java
queryparser	org.apache.lucene.queryparser.surround.parser	QueryParserTokenManager	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/parser/QueryParserTokenManager.java
queryparser	org.apache.lucene.queryparser.surround.parser	TokenMgrError	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/parser/TokenMgrError.java
queryparser	org.apache.lucene.queryparser.surround.query	SrndPrefixQuery	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/query/SrndPrefixQuery.java
queryparser	org.apache.lucene.queryparser.surround.query	SimpleTerm	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/query/SimpleTerm.java
queryparser	org.apache.lucene.queryparser.surround.query	BasicQueryFactory	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/query/BasicQueryFactory.java
queryparser	org.apache.lucene.queryparser.surround.query	RewriteQuery	MISSING				queryparser/src/java/org/apache/lucene/queryparser/surround/query/RewriteQuery.java
queryparser	org.apache.lucene.queryparser.surround.query	DistanceQuery	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/query/DistanceQuery.java
queryparser	org.apache.lucene.queryparser.surround.query	TooManyBasicQueries	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/query/TooManyBasicQueries.java
queryparser	org.apache.lucene.queryparser.surround.query	SimpleTermRewriteQuery	MISSING				queryparser/src/java/org/apache/lucene/queryparser/surround/query/SimpleTermRewriteQuery.java
queryparser	org.apache.lucene.queryparser.surround.query	DistanceRewriteQuery	MISSING				queryparser/src/java/org/apache/lucene/queryparser/surround/query/DistanceRewriteQuery.java
queryparser	org.apache.lucene.queryparser.surround.query	AndQuery	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/query/AndQuery.java
queryparser	org.apache.lucene.queryparser.surround.query	FieldsQuery	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/query/FieldsQuery.java
queryparser	org.apache.lucene.queryparser.surround.query	DistanceSubQuery	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/query/DistanceSubQuery.java
queryparser	org.apache.lucene.queryparser.surround.query	SpanNearClauseFactory	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/query/SpanNearClauseFactory.java
queryparser	org.apache.lucene.queryparser.surround.query	SrndTermQuery	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/query/SrndTermQuery.java
queryparser	org.apache.lucene.queryparser.surround.query	NotQuery	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/query/NotQuery.java
queryparser	org.apache.lucene.queryparser.surround.query	OrQuery	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/query/OrQuery.java
queryparser	org.apache.lucene.queryparser.surround.query	SrndQuery	IMPLEMENTED	TestSrndQuery	MISSING	queryparser/src/test/org/apache/lucene/queryparser/surround/query/TestSrndQuery.java	queryparser/src/java/org/apache/lucene/queryparser/surround/query/SrndQuery.java
queryparser	org.apache.lucene.queryparser.surround.query	SrndTruncQuery	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/query/SrndTruncQuery.java
queryparser	org.apache.lucene.queryparser.surround.query	ComposedQuery	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/surround/query/ComposedQuery.java
queryparser	org.apache.lucene.queryparser.surround.query	SrndBooleanQuery	MISSING				queryparser/src/java/org/apache/lucene/queryparser/surround/query/SrndBooleanQuery.java
queryparser	org.apache.lucene.queryparser.simple	SimpleQueryParser	IMPLEMENTED	TestSimpleQueryParser	MISSING	queryparser/src/test/org/apache/lucene/queryparser/simple/TestSimpleQueryParser.java	queryparser/src/java/org/apache/lucene/queryparser/simple/SimpleQueryParser.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	MultiPhraseQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/MultiPhraseQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	StandardQueryTreeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/StandardQueryTreeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	SlopQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/SlopQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	GroupQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/GroupQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	IntervalQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/IntervalQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	BooleanQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/BooleanQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	RegexpQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/RegexpQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	DummyQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/DummyQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	BoostQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/BoostQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	AnyQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/AnyQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	PrefixWildcardQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/PrefixWildcardQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	SynonymQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/SynonymQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	PointRangeQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/PointRangeQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	MinShouldMatchNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/MinShouldMatchNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	PhraseQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/PhraseQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	ModifierQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/ModifierQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	MatchAllDocsQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/MatchAllDocsQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	TermRangeQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/TermRangeQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	WildcardQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/WildcardQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	StandardQueryBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/StandardQueryBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	MatchNoDocsQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/MatchNoDocsQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	FieldQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/FieldQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.builders	FuzzyQueryNodeBuilder	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/builders/FuzzyQueryNodeBuilder.java
queryparser	org.apache.lucene.queryparser.flexible.standard.config	PointsConfigListener	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/config/PointsConfigListener.java
queryparser	org.apache.lucene.queryparser.flexible.standard.config	NumberDateFormat	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/config/NumberDateFormat.java
queryparser	org.apache.lucene.queryparser.flexible.standard.config	FieldBoostMapFCListener	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/config/FieldBoostMapFCListener.java
queryparser	org.apache.lucene.queryparser.flexible.standard.config	FuzzyConfig	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/config/FuzzyConfig.java
queryparser	org.apache.lucene.queryparser.flexible.standard.config	FieldDateResolutionFCListener	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/config/FieldDateResolutionFCListener.java
queryparser	org.apache.lucene.queryparser.flexible.standard.config	StandardQueryConfigHandler	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/config/StandardQueryConfigHandler.java
queryparser	org.apache.lucene.queryparser.flexible.standard.config	PointsConfig	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/config/PointsConfig.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes	RegexpQueryNode	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/RegexpQueryNode.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes	WildcardQueryNode	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/WildcardQueryNode.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes	PointRangeQueryNode	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/PointRangeQueryNode.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes	IntervalQueryNode	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/IntervalQueryNode.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes	TermRangeQueryNode	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/TermRangeQueryNode.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes	SynonymQueryNode	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/SynonymQueryNode.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes	PrefixWildcardQueryNode	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/PrefixWildcardQueryNode.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	NotWithin	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/NotWithin.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	Containing	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/Containing.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	Within	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/Within.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	MaxGaps	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/MaxGaps.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	NonOverlapping	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/NonOverlapping.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	Overlapping	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/Overlapping.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	IntervalFunction	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/IntervalFunction.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	NotContaining	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/NotContaining.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	MaxWidth	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/MaxWidth.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	ContainedBy	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/ContainedBy.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	Before	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/Before.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	Or	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/Or.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	Ordered	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/Ordered.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	Wildcard	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/Wildcard.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	Unordered	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/Unordered.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	After	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/After.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	FuzzyTerm	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/FuzzyTerm.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	AtLeast	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/AtLeast.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	UnorderedNoOverlaps	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/UnorderedNoOverlaps.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	Extend	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/Extend.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	Phrase	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/Phrase.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	NotContainedBy	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/NotContainedBy.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes.intervalfn	AnalyzedText	MISSING				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/intervalfn/AnalyzedText.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes	MultiPhraseQueryNode	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/MultiPhraseQueryNode.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes	BooleanModifierNode	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/BooleanModifierNode.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes	PointQueryNode	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/PointQueryNode.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes	AbstractRangeQueryNode	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/AbstractRangeQueryNode.java
queryparser	org.apache.lucene.queryparser.flexible.standard.nodes	MinShouldMatchNode	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/nodes/MinShouldMatchNode.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	StandardQueryNodeProcessorPipeline	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/StandardQueryNodeProcessorPipeline.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	PointRangeQueryNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/PointRangeQueryNodeProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	MultiFieldQueryNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/MultiFieldQueryNodeProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	BoostQueryNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/BoostQueryNodeProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	BooleanQuery2ModifierNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/BooleanQuery2ModifierNodeProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	MatchAllDocsQueryNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/MatchAllDocsQueryNodeProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	PointQueryNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/PointQueryNodeProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	FuzzyQueryNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/FuzzyQueryNodeProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	PhraseSlopQueryNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/PhraseSlopQueryNodeProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	RegexpQueryNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/RegexpQueryNodeProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	IntervalQueryNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/IntervalQueryNodeProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	TermRangeQueryNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/TermRangeQueryNodeProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	DefaultPhraseSlopQueryNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/DefaultPhraseSlopQueryNodeProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	OpenRangeQueryNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/OpenRangeQueryNodeProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	AllowLeadingWildcardProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/AllowLeadingWildcardProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	WildcardQueryNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/WildcardQueryNodeProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	MultiTermRewriteMethodProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/MultiTermRewriteMethodProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	RemoveEmptyNonLeafQueryNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/RemoveEmptyNonLeafQueryNodeProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	BooleanSingleChildOptimizationQueryNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/BooleanSingleChildOptimizationQueryNodeProcessor.java
queryparser	org.apache.lucene.queryparser.flexible.standard.processors	AnalyzerQueryNodeProcessor	IMPLEMENTED				queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/processors/AnalyzerQueryNodeProcessor.java
