analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/StemmerOverrideFilterFactory.java	org.apache.lucene.analysis.miscellaneous	StemmerOverrideFilterFactory	org.apache.lucene.analysis.miscellaneous.StemmerOverrideFilterFactory	93
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/StemmerOverrideFilter.java	org.apache.lucene.analysis.miscellaneous	StemmerOverrideFilter	org.apache.lucene.analysis.miscellaneous.StemmerOverrideFilter	229
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/WordDelimiterIterator.java	org.apache.lucene.analysis.miscellaneous	WordDelimiterIterator	org.apache.lucene.analysis.miscellaneous.WordDelimiterIterator	401
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/TypeAsSynonymFilterFactory.java	org.apache.lucene.analysis.miscellaneous	TypeAsSynonymFilterFactory	org.apache.lucene.analysis.miscellaneous.TypeAsSynonymFilterFactory	76
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/LimitTokenPositionFilterFactory.java	org.apache.lucene.analysis.miscellaneous	LimitTokenPositionFilterFactory	org.apache.lucene.analysis.miscellaneous.LimitTokenPositionFilterFactory	69
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ASCIIFoldingFilterFactory.java	org.apache.lucene.analysis.miscellaneous	ASCIIFoldingFilterFactory	org.apache.lucene.analysis.miscellaneous.ASCIIFoldingFilterFactory	73
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ScandinavianNormalizationFilterFactory.java	org.apache.lucene.analysis.miscellaneous	ScandinavianNormalizationFilterFactory	org.apache.lucene.analysis.miscellaneous.ScandinavianNormalizationFilterFactory	63
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/CapitalizationFilter.java	org.apache.lucene.analysis.miscellaneous	CapitalizationFilter	org.apache.lucene.analysis.miscellaneous.CapitalizationFilter	197
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/TrimFilterFactory.java	org.apache.lucene.analysis.miscellaneous	TrimFilterFactory	org.apache.lucene.analysis.miscellaneous.TrimFilterFactory	65
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/HyphenatedWordsFilter.java	org.apache.lucene.analysis.miscellaneous	HyphenatedWordsFilter	org.apache.lucene.analysis.miscellaneous.HyphenatedWordsFilter	138
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/KeywordRepeatFilterFactory.java	org.apache.lucene.analysis.miscellaneous	KeywordRepeatFilterFactory	org.apache.lucene.analysis.miscellaneous.KeywordRepeatFilterFactory	55
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ScandinavianFoldingFilterFactory.java	org.apache.lucene.analysis.miscellaneous	ScandinavianFoldingFilterFactory	org.apache.lucene.analysis.miscellaneous.ScandinavianFoldingFilterFactory	63
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/DelimitedTermFrequencyTokenFilter.java	org.apache.lucene.analysis.miscellaneous	DelimitedTermFrequencyTokenFilter	org.apache.lucene.analysis.miscellaneous.DelimitedTermFrequencyTokenFilter	75
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ConditionalTokenFilter.java	org.apache.lucene.analysis.miscellaneous	ConditionalTokenFilter	org.apache.lucene.analysis.miscellaneous.ConditionalTokenFilter	231
